,recall_at_1,recall_at_2,recall_at_3,recall_at_4,recall_at_5,recall_at_10,recall_at_20,recall_at_50,mean_rank,average_similarity,threshold
0,0.5399999618530273,0.6599999666213989,0.699999988079071,0.7599999904632568,0.7799999713897705,0.9399999976158142,0.9799999594688416,1.0,3.6999998092651367,0.6591870784759521,
1,0.5199999809265137,0.6200000047683716,0.6599999666213989,0.7199999690055847,0.7400000095367432,0.8399999737739563,0.8399999737739563,0.8399999737739563,3.6999998092651367,0.6591870784759521,0.55
2,0.5199999809265137,0.6200000047683716,0.6399999856948853,0.699999988079071,0.7199999690055847,0.7999999523162842,0.7999999523162842,0.7999999523162842,3.6999998092651367,0.6591870784759521,0.5607142857142857
3,0.5199999809265137,0.6200000047683716,0.6399999856948853,0.699999988079071,0.7199999690055847,0.7999999523162842,0.7999999523162842,0.7999999523162842,3.6999998092651367,0.6591870784759521,0.5714285714285715
4,0.5199999809265137,0.5999999642372131,0.6200000047683716,0.6800000071525574,0.699999988079071,0.7400000095367432,0.7400000095367432,0.7400000095367432,3.6999998092651367,0.6591870784759521,0.5821428571428572
5,0.5199999809265137,0.5999999642372131,0.6200000047683716,0.6800000071525574,0.699999988079071,0.7199999690055847,0.7199999690055847,0.7199999690055847,3.6999998092651367,0.6591870784759521,0.5928571428571429
6,0.5199999809265137,0.5999999642372131,0.6200000047683716,0.6800000071525574,0.699999988079071,0.7199999690055847,0.7199999690055847,0.7199999690055847,3.6999998092651367,0.6591870784759521,0.6035714285714285
7,0.5199999809265137,0.5999999642372131,0.6200000047683716,0.6800000071525574,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,3.6999998092651367,0.6591870784759521,0.6142857142857143
8,0.5199999809265137,0.5999999642372131,0.6200000047683716,0.6599999666213989,0.6800000071525574,0.6800000071525574,0.6800000071525574,0.6800000071525574,3.6999998092651367,0.6591870784759521,0.625
9,0.5,0.5799999833106995,0.5999999642372131,0.6399999856948853,0.6599999666213989,0.6599999666213989,0.6599999666213989,0.6599999666213989,3.6999998092651367,0.6591870784759521,0.6357142857142857
10,0.47999998927116394,0.5600000023841858,0.5799999833106995,0.5999999642372131,0.6200000047683716,0.6200000047683716,0.6200000047683716,0.6200000047683716,3.6999998092651367,0.6591870784759521,0.6464285714285714
11,0.4599999785423279,0.5399999618530273,0.5399999618530273,0.5600000023841858,0.5799999833106995,0.5799999833106995,0.5799999833106995,0.5799999833106995,3.6999998092651367,0.6591870784759521,0.6571428571428571
12,0.4399999976158142,0.5,0.5,0.5199999809265137,0.5399999618530273,0.5399999618530273,0.5399999618530273,0.5399999618530273,3.6999998092651367,0.6591870784759521,0.6678571428571428
13,0.41999998688697815,0.47999998927116394,0.47999998927116394,0.5,0.5,0.5,0.5,0.5,3.6999998092651367,0.6591870784759521,0.6785714285714286
14,0.41999998688697815,0.4599999785423279,0.4599999785423279,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,3.6999998092651367,0.6591870784759521,0.6892857142857143
15,0.3999999761581421,0.4399999976158142,0.4399999976158142,0.4599999785423279,0.4599999785423279,0.4599999785423279,0.4599999785423279,0.4599999785423279,3.6999998092651367,0.6591870784759521,0.7
